Partno,Judgement1,Word Pair,Judged Value,Recall,COS,LSA ,FSG
13,associative,Drunk_Booze,100,1,0.784399201,0.332054,0.021
14,associative,Drunk_Booze,44,1,0.784399201,0.332054,0.021
15,associative,Drunk_Booze,60,0,0.784399201,0.332054,0.021
16,associative,Drunk_Booze,50,0,0.784399201,0.332054,0.021
17,associative,Drunk_Booze,50,1,0.784399201,0.332054,0.021
18,associative,Drunk_Booze,50,0,0.784399201,0.332054,0.021
19,associative,Drunk_Booze,40,1,0.784399201,0.332054,0.021
20,associative,Drunk_Booze,80,1,0.784399201,0.332054,0.021
21,associative,Drunk_Booze,NA,NA,0.784399201,0.332054,0.021
22,associative,Drunk_Booze,87,1,0.784399201,0.332054,0.021
23,associative,Drunk_Booze,50,0,0.784399201,0.332054,0.021
24,associative,Drunk_Booze,5,1,0.784399201,0.332054,0.021
25,associative,Drunk_Booze,35,1,0.784399201,0.332054,0.021
26,associative,Drunk_Booze,10,1,0.784399201,0.332054,0.021
27,associative,Drunk_Booze,NA,NA,0.784399201,0.332054,0.021
28,associative,Drunk_Booze,10,0,0.784399201,0.332054,0.021
29,associative,Drunk_Booze,99,0,0.784399201,0.332054,0.021
30,associative,Drunk_Booze,85,NA,0.784399201,0.332054,0.021
31,associative,Drunk_Booze,55,1,0.784399201,0.332054,0.021
32,associative,Drunk_Booze,59,0,0.784399201,0.332054,0.021
33,associative,Drunk_Booze,10,1,0.784399201,0.332054,0.021
34,associative,Drunk_Booze,60,0,0.784399201,0.332054,0.021
35,associative,Drunk_Booze,NA,0,0.784399201,0.332054,0.021
36,associative,Drunk_Booze,25,1,0.784399201,0.332054,0.021
37,associative,Drunk_Booze,70,0,0.784399201,0.332054,0.021
38,associative,Drunk_Booze,50,1,0.784399201,0.332054,0.021
39,associative,Drunk_Booze,50,1,0.784399201,0.332054,0.021
40,associative,Drunk_Booze,90,0,0.784399201,0.332054,0.021
41,associative,Drunk_Booze,90,0,0.784399201,0.332054,0.021
42,associative,Drunk_Booze,80,1,0.784399201,0.332054,0.021
43,associative,Drunk_Booze,90,1,0.784399201,0.332054,0.021
44,associative,Drunk_Booze,NA,0,0.784399201,0.332054,0.021
45,associative,Drunk_Booze,40,0,0.784399201,0.332054,0.021
1,associative,Violin_Instrument,5,NA,0.723175237,0.514747,0.064
2,associative,Violin_Instrument,NA,NA,0.723175237,0.514747,0.064
3,associative,Violin_Instrument,NA,NA,0.723175237,0.514747,0.064
4,associative,Violin_Instrument,55,0,0.723175237,0.514747,0.064
5,associative,Violin_Instrument,70,0,0.723175237,0.514747,0.064
6,associative,Violin_Instrument,80,0,0.723175237,0.514747,0.064
7,associative,Violin_Instrument,40,1,0.723175237,0.514747,0.064
8,associative,Violin_Instrument,20,1,0.723175237,0.514747,0.064
9,associative,Violin_Instrument,34,1,0.723175237,0.514747,0.064
10,associative,Violin_Instrument,25,0,0.723175237,0.514747,0.064
11,associative,Violin_Instrument,75,0,0.723175237,0.514747,0.064
12,associative,Violin_Instrument,60,0,0.723175237,0.514747,0.064
13,associative,Violin_Instrument,25,0,0.723175237,0.514747,0.064
14,associative,Violin_Instrument,56,1,0.723175237,0.514747,0.064
15,associative,Violin_Instrument,50,1,0.723175237,0.514747,0.064
16,associative,Violin_Instrument,40,1,0.723175237,0.514747,0.064
17,associative,Violin_Instrument,20,1,0.723175237,0.514747,0.064
18,associative,Violin_Instrument,45,1,0.723175237,0.514747,0.064
19,associative,Violin_Instrument,70,0,0.723175237,0.514747,0.064
20,associative,Violin_Instrument,45,0,0.723175237,0.514747,0.064
21,associative,Violin_Instrument,NA,NA,0.723175237,0.514747,0.064
22,associative,Violin_Instrument,17,0,0.723175237,0.514747,0.064
23,associative,Violin_Instrument,30,1,0.723175237,0.514747,0.064
24,associative,Violin_Instrument,50,1,0.723175237,0.514747,0.064
25,associative,Violin_Instrument,25,1,0.723175237,0.514747,0.064
26,associative,Violin_Instrument,4,0,0.723175237,0.514747,0.064
27,associative,Violin_Instrument,NA,NA,0.723175237,0.514747,0.064
28,associative,Violin_Instrument,30,1,0.723175237,0.514747,0.064
29,associative,Violin_Instrument,95,1,0.723175237,0.514747,0.064
30,associative,Violin_Instrument,90,0,0.723175237,0.514747,0.064
31,associative,Violin_Instrument,90,1,0.723175237,0.514747,0.064
32,associative,Violin_Instrument,26,0,0.723175237,0.514747,0.064
33,associative,Violin_Instrument,35,0,0.723175237,0.514747,0.064
34,associative,Violin_Instrument,80,0,0.723175237,0.514747,0.064
35,associative,Violin_Instrument,NA,1,0.723175237,0.514747,0.064
36,associative,Violin_Instrument,40,1,0.723175237,0.514747,0.064
37,associative,Violin_Instrument,80,0,0.723175237,0.514747,0.064
38,associative,Violin_Instrument,80,1,0.723175237,0.514747,0.064
39,associative,Violin_Instrument,30,1,0.723175237,0.514747,0.064
40,associative,Violin_Instrument,75,0,0.723175237,0.514747,0.064
41,associative,Violin_Instrument,70,0,0.723175237,0.514747,0.064
42,associative,Violin_Instrument,60,1,0.723175237,0.514747,0.064
43,associative,Violin_Instrument,100,1,0.723175237,0.514747,0.064
44,associative,Violin_Instrument,NA,0,0.723175237,0.514747,0.064
45,associative,Violin_Instrument,50,0,0.723175237,0.514747,0.064
46,semantic,Catholic_School,35,0,0,0.030834,0.02
47,semantic,Catholic_School,50,1,0,0.030834,0.02
48,semantic,Catholic_School,50,1,0,0.030834,0.02
49,semantic,Catholic_School,30,1,0,0.030834,0.02
50,semantic,Catholic_School,30,1,0,0.030834,0.02
51,semantic,Catholic_School,75,0,0,0.030834,0.02
52,semantic,Catholic_School,70,1,0,0.030834,0.02
53,semantic,Catholic_School,50,1,0,0.030834,0.02
54,semantic,Catholic_School,30,1,0,0.030834,0.02
55,semantic,Catholic_School,50,0,0,0.030834,0.02
56,semantic,Catholic_School,100,1,0,0.030834,0.02
57,semantic,Catholic_School,30,1,0,0.030834,0.02
58,semantic,Catholic_School,10,1,0,0.030834,0.02
59,semantic,Catholic_School,70,1,0,0.030834,0.02
60,semantic,Catholic_School,70,1,0,0.030834,0.02
61,semantic,Catholic_School,50,1,0,0.030834,0.02
62,semantic,Catholic_School,0,1,0,0.030834,0.02
63,semantic,Catholic_School,80,1,0,0.030834,0.02
64,semantic,Catholic_School,10,1,0,0.030834,0.02
65,semantic,Catholic_School,0,1,0,0.030834,0.02
66,semantic,Catholic_School,30,1,0,0.030834,0.02
67,semantic,Catholic_School,60,1,0,0.030834,0.02
68,semantic,Catholic_School,60,1,0,0.030834,0.02
69,semantic,Catholic_School,75,1,0,0.030834,0.02
46,semantic,Back_Front,20,1,0.309012694,0.535931,0.52
47,semantic,Back_Front,30,1,0.309012694,0.535931,0.52
48,semantic,Back_Front,0,1,0.309012694,0.535931,0.52
49,semantic,Back_Front,50,0,0.309012694,0.535931,0.52
50,semantic,Back_Front,20,1,0.309012694,0.535931,0.52
51,semantic,Back_Front,90,1,0.309012694,0.535931,0.52
52,semantic,Back_Front,60,1,0.309012694,0.535931,0.52
53,semantic,Back_Front,50,1,0.309012694,0.535931,0.52
54,semantic,Back_Front,0,1,0.309012694,0.535931,0.52
55,semantic,Back_Front,90,1,0.309012694,0.535931,0.52
56,semantic,Back_Front,1,1,0.309012694,0.535931,0.52
57,semantic,Back_Front,50,1,0.309012694,0.535931,0.52
58,semantic,Back_Front,90,1,0.309012694,0.535931,0.52
59,semantic,Back_Front,50,1,0.309012694,0.535931,0.52
60,semantic,Back_Front,100,1,0.309012694,0.535931,0.52
61,semantic,Back_Front,50,1,0.309012694,0.535931,0.52
62,semantic,Back_Front,50,0,0.309012694,0.535931,0.52
63,semantic,Back_Front,100,1,0.309012694,0.535931,0.52
64,semantic,Back_Front,50,1,0.309012694,0.535931,0.52
65,semantic,Back_Front,0,1,0.309012694,0.535931,0.52
66,semantic,Back_Front,50,1,0.309012694,0.535931,0.52
67,semantic,Back_Front,0,1,0.309012694,0.535931,0.52
68,semantic,Back_Front,100,1,0.309012694,0.535931,0.52
69,semantic,Back_Front,0,1,0.309012694,0.535931,0.52
46,semantic,Baby_Cuddle,50,0,0,0.372788,0.013
47,semantic,Baby_Cuddle,40,0,0,0.372788,0.013
48,semantic,Baby_Cuddle,100,1,0,0.372788,0.013
49,semantic,Baby_Cuddle,30,0,0,0.372788,0.013
50,semantic,Baby_Cuddle,60,0,0,0.372788,0.013
51,semantic,Baby_Cuddle,90,0,0,0.372788,0.013
52,semantic,Baby_Cuddle,70,0,0,0.372788,0.013
53,semantic,Baby_Cuddle,100,0,0,0.372788,0.013
54,semantic,Baby_Cuddle,50,1,0,0.372788,0.013
55,semantic,Baby_Cuddle,100,1,0,0.372788,0.013
56,semantic,Baby_Cuddle,100,1,0,0.372788,0.013
57,semantic,Baby_Cuddle,30,1,0,0.372788,0.013
58,semantic,Baby_Cuddle,80,1,0,0.372788,0.013
59,semantic,Baby_Cuddle,90,NA,0,0.372788,0.013
60,semantic,Baby_Cuddle,0,0,0,0.372788,0.013
61,semantic,Baby_Cuddle,50,1,0,0.372788,0.013
62,semantic,Baby_Cuddle,20,0,0,0.372788,0.013
63,semantic,Baby_Cuddle,100,1,0,0.372788,0.013
64,semantic,Baby_Cuddle,25,1,0,0.372788,0.013
65,semantic,Baby_Cuddle,100,1,0,0.372788,0.013
66,semantic,Baby_Cuddle,70,1,0,0.372788,0.013
67,semantic,Baby_Cuddle,30,0,0,0.372788,0.013
68,semantic,Baby_Cuddle,100,1,0,0.372788,0.013
69,semantic,Baby_Cuddle,75,0,0,0.372788,0.013
46,semantic,Grab_Pull,55,1,0.046438581,0.324425,0.027
47,semantic,Grab_Pull,40,1,0.046438581,0.324425,0.027
48,semantic,Grab_Pull,70,1,0.046438581,0.324425,0.027
49,semantic,Grab_Pull,50,0,0.046438581,0.324425,0.027
50,semantic,Grab_Pull,50,1,0.046438581,0.324425,0.027
51,semantic,Grab_Pull,95,1,0.046438581,0.324425,0.027
52,semantic,Grab_Pull,60,1,0.046438581,0.324425,0.027
53,semantic,Grab_Pull,50,0,0.046438581,0.324425,0.027
54,semantic,Grab_Pull,80,1,0.046438581,0.324425,0.027
55,semantic,Grab_Pull,70,1,0.046438581,0.324425,0.027
56,semantic,Grab_Pull,0,0,0.046438581,0.324425,0.027
57,semantic,Grab_Pull,60,1,0.046438581,0.324425,0.027
58,semantic,Grab_Pull,98,1,0.046438581,0.324425,0.027
59,semantic,Grab_Pull,80,1,0.046438581,0.324425,0.027
60,semantic,Grab_Pull,50,0,0.046438581,0.324425,0.027
61,semantic,Grab_Pull,50,1,0.046438581,0.324425,0.027
62,semantic,Grab_Pull,80,0,0.046438581,0.324425,0.027
63,semantic,Grab_Pull,100,1,0.046438581,0.324425,0.027
64,semantic,Grab_Pull,50,0,0.046438581,0.324425,0.027
65,semantic,Grab_Pull,30,1,0.046438581,0.324425,0.027
66,semantic,Grab_Pull,80,0,0.046438581,0.324425,0.027
67,semantic,Grab_Pull,10,0,0.046438581,0.324425,0.027
68,semantic,Grab_Pull,100,1,0.046438581,0.324425,0.027
69,semantic,Grab_Pull,75,1,0.046438581,0.324425,0.027
46,semantic,Snake_Long,10,1,0.017023354,0.168541,0.024
47,semantic,Snake_Long,20,0,0.017023354,0.168541,0.024
48,semantic,Snake_Long,100,1,0.017023354,0.168541,0.024
49,semantic,Snake_Long,50,1,0.017023354,0.168541,0.024
50,semantic,Snake_Long,40,1,0.017023354,0.168541,0.024
51,semantic,Snake_Long,50,1,0.017023354,0.168541,0.024
52,semantic,Snake_Long,50,1,0.017023354,0.168541,0.024
53,semantic,Snake_Long,90,1,0.017023354,0.168541,0.024
54,semantic,Snake_Long,80,1,0.017023354,0.168541,0.024
55,semantic,Snake_Long,70,0,0.017023354,0.168541,0.024
56,semantic,Snake_Long,100,1,0.017023354,0.168541,0.024
57,semantic,Snake_Long,90,1,0.017023354,0.168541,0.024
58,semantic,Snake_Long,70,1,0.017023354,0.168541,0.024
59,semantic,Snake_Long,90,1,0.017023354,0.168541,0.024
60,semantic,Snake_Long,0,1,0.017023354,0.168541,0.024
61,semantic,Snake_Long,50,1,0.017023354,0.168541,0.024
62,semantic,Snake_Long,25,1,0.017023354,0.168541,0.024
63,semantic,Snake_Long,100,1,0.017023354,0.168541,0.024
64,semantic,Snake_Long,50,1,0.017023354,0.168541,0.024
65,semantic,Snake_Long,20,1,0.017023354,0.168541,0.024
66,semantic,Snake_Long,80,1,0.017023354,0.168541,0.024
67,semantic,Snake_Long,80,1,0.017023354,0.168541,0.024
68,semantic,Snake_Long,100,1,0.017023354,0.168541,0.024
69,semantic,Snake_Long,50,1,0.017023354,0.168541,0.024
46,semantic,Sense_Touch,85,0,0.254072418,0.574426,0.077
47,semantic,Sense_Touch,40,1,0.254072418,0.574426,0.077
48,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
49,semantic,Sense_Touch,80,1,0.254072418,0.574426,0.077
50,semantic,Sense_Touch,80,0,0.254072418,0.574426,0.077
51,semantic,Sense_Touch,90,0,0.254072418,0.574426,0.077
52,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
53,semantic,Sense_Touch,90,0,0.254072418,0.574426,0.077
54,semantic,Sense_Touch,50,0,0.254072418,0.574426,0.077
55,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
56,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
57,semantic,Sense_Touch,50,0,0.254072418,0.574426,0.077
58,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
59,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
60,semantic,Sense_Touch,80,0,0.254072418,0.574426,0.077
61,semantic,Sense_Touch,60,0,0.254072418,0.574426,0.077
62,semantic,Sense_Touch,85,0,0.254072418,0.574426,0.077
63,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
64,semantic,Sense_Touch,75,0,0.254072418,0.574426,0.077
65,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
66,semantic,Sense_Touch,90,1,0.254072418,0.574426,0.077
67,semantic,Sense_Touch,80,1,0.254072418,0.574426,0.077
68,semantic,Sense_Touch,100,1,0.254072418,0.574426,0.077
69,semantic,Sense_Touch,85,1,0.254072418,0.574426,0.077
46,semantic,Money_Bank,65,1,0,0.292825,0.019
47,semantic,Money_Bank,20,0,0,0.292825,0.019
48,semantic,Money_Bank,100,1,0,0.292825,0.019
49,semantic,Money_Bank,30,1,0,0.292825,0.019
50,semantic,Money_Bank,80,0,0,0.292825,0.019
51,semantic,Money_Bank,95,0,0,0.292825,0.019
52,semantic,Money_Bank,80,1,0,0.292825,0.019
53,semantic,Money_Bank,100,1,0,0.292825,0.019
54,semantic,Money_Bank,80,1,0,0.292825,0.019
55,semantic,Money_Bank,50,1,0,0.292825,0.019
56,semantic,Money_Bank,100,1,0,0.292825,0.019
57,semantic,Money_Bank,80,1,0,0.292825,0.019
58,semantic,Money_Bank,95,1,0,0.292825,0.019
59,semantic,Money_Bank,100,NA,0,0.292825,0.019
60,semantic,Money_Bank,60,0,0,0.292825,0.019
61,semantic,Money_Bank,60,0,0,0.292825,0.019
62,semantic,Money_Bank,80,0,0,0.292825,0.019
63,semantic,Money_Bank,100,1,0,0.292825,0.019
64,semantic,Money_Bank,100,1,0,0.292825,0.019
65,semantic,Money_Bank,60,1,0,0.292825,0.019
66,semantic,Money_Bank,95,1,0,0.292825,0.019
67,semantic,Money_Bank,90,0,0,0.292825,0.019
68,semantic,Money_Bank,100,1,0,0.292825,0.019
69,semantic,Money_Bank,100,1,0,0.292825,0.019
46,semantic,Mink_Fur,85,1,0.346880305,0.336082,0.252
47,semantic,Mink_Fur,30,1,0.346880305,0.336082,0.252
48,semantic,Mink_Fur,50,1,0.346880305,0.336082,0.252
49,semantic,Mink_Fur,20,0,0.346880305,0.336082,0.252
50,semantic,Mink_Fur,90,1,0.346880305,0.336082,0.252
51,semantic,Mink_Fur,90,1,0.346880305,0.336082,0.252
52,semantic,Mink_Fur,85,1,0.346880305,0.336082,0.252
53,semantic,Mink_Fur,90,0,0.346880305,0.336082,0.252
54,semantic,Mink_Fur,80,1,0.346880305,0.336082,0.252
55,semantic,Mink_Fur,60,1,0.346880305,0.336082,0.252
56,semantic,Mink_Fur,50,0,0.346880305,0.336082,0.252
57,semantic,Mink_Fur,70,1,0.346880305,0.336082,0.252
58,semantic,Mink_Fur,90,1,0.346880305,0.336082,0.252
59,semantic,Mink_Fur,80,1,0.346880305,0.336082,0.252
60,semantic,Mink_Fur,70,1,0.346880305,0.336082,0.252
61,semantic,Mink_Fur,70,1,0.346880305,0.336082,0.252
62,semantic,Mink_Fur,75,1,0.346880305,0.336082,0.252
63,semantic,Mink_Fur,100,1,0.346880305,0.336082,0.252
64,semantic,Mink_Fur,25,0,0.346880305,0.336082,0.252
65,semantic,Mink_Fur,70,0,0.346880305,0.336082,0.252
66,semantic,Mink_Fur,40,1,0.346880305,0.336082,0.252
67,semantic,Mink_Fur,30,1,0.346880305,0.336082,0.252
68,semantic,Mink_Fur,100,1,0.346880305,0.336082,0.252
69,semantic,Mink_Fur,25,0,0.346880305,0.336082,0.252
46,semantic,Drum_Band,75,1,0.640602285,0.392304,0.167
47,semantic,Drum_Band,40,0,0.640602285,0.392304,0.167
48,semantic,Drum_Band,90,1,0.640602285,0.392304,0.167
49,semantic,Drum_Band,60,0,0.640602285,0.392304,0.167
50,semantic,Drum_Band,70,1,0.640602285,0.392304,0.167
51,semantic,Drum_Band,90,1,0.640602285,0.392304,0.167
52,semantic,Drum_Band,80,1,0.640602285,0.392304,0.167
53,semantic,Drum_Band,90,0,0.640602285,0.392304,0.167
54,semantic,Drum_Band,75,1,0.640602285,0.392304,0.167
55,semantic,Drum_Band,50,1,0.640602285,0.392304,0.167
56,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
57,semantic,Drum_Band,50,1,0.640602285,0.392304,0.167
58,semantic,Drum_Band,98,1,0.640602285,0.392304,0.167
59,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
60,semantic,Drum_Band,60,1,0.640602285,0.392304,0.167
61,semantic,Drum_Band,70,1,0.640602285,0.392304,0.167
62,semantic,Drum_Band,25,0,0.640602285,0.392304,0.167
63,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
64,semantic,Drum_Band,50,0,0.640602285,0.392304,0.167
65,semantic,Drum_Band,NA,1,0.640602285,0.392304,0.167
66,semantic,Drum_Band,80,1,0.640602285,0.392304,0.167
67,semantic,Drum_Band,50,1,0.640602285,0.392304,0.167
68,semantic,Drum_Band,100,1,0.640602285,0.392304,0.167
69,semantic,Drum_Band,85,0,0.640602285,0.392304,0.167
46,semantic,Hatchet_Knife,15,1,0.515114401,0.339348,0.087
47,semantic,Hatchet_Knife,20,1,0.515114401,0.339348,0.087
48,semantic,Hatchet_Knife,50,1,0.515114401,0.339348,0.087
49,semantic,Hatchet_Knife,30,0,0.515114401,0.339348,0.087
50,semantic,Hatchet_Knife,80,1,0.515114401,0.339348,0.087
51,semantic,Hatchet_Knife,75,1,0.515114401,0.339348,0.087
52,semantic,Hatchet_Knife,70,1,0.515114401,0.339348,0.087
53,semantic,Hatchet_Knife,50,0,0.515114401,0.339348,0.087
54,semantic,Hatchet_Knife,95,1,0.515114401,0.339348,0.087
55,semantic,Hatchet_Knife,50,0,0.515114401,0.339348,0.087
56,semantic,Hatchet_Knife,0,1,0.515114401,0.339348,0.087
57,semantic,Hatchet_Knife,30,1,0.515114401,0.339348,0.087
58,semantic,Hatchet_Knife,98,1,0.515114401,0.339348,0.087
59,semantic,Hatchet_Knife,70,1,0.515114401,0.339348,0.087
60,semantic,Hatchet_Knife,70,1,0.515114401,0.339348,0.087
61,semantic,Hatchet_Knife,80,1,0.515114401,0.339348,0.087
62,semantic,Hatchet_Knife,40,1,0.515114401,0.339348,0.087
63,semantic,Hatchet_Knife,100,1,0.515114401,0.339348,0.087
64,semantic,Hatchet_Knife,25,1,0.515114401,0.339348,0.087
65,semantic,Hatchet_Knife,80,1,0.515114401,0.339348,0.087
66,semantic,Hatchet_Knife,60,1,0.515114401,0.339348,0.087
67,semantic,Hatchet_Knife,30,1,0.515114401,0.339348,0.087
68,semantic,Hatchet_Knife,100,1,0.515114401,0.339348,0.087
69,semantic,Hatchet_Knife,50,0,0.515114401,0.339348,0.087
46,semantic,Hip_Bone,55,1,0.383276267,0.506444,0.188
47,semantic,Hip_Bone,100,0,0.383276267,0.506444,0.188
48,semantic,Hip_Bone,90,1,0.383276267,0.506444,0.188
49,semantic,Hip_Bone,10,0,0.383276267,0.506444,0.188
50,semantic,Hip_Bone,60,0,0.383276267,0.506444,0.188
51,semantic,Hip_Bone,85,0,0.383276267,0.506444,0.188
52,semantic,Hip_Bone,75,1,0.383276267,0.506444,0.188
53,semantic,Hip_Bone,90,0,0.383276267,0.506444,0.188
54,semantic,Hip_Bone,80,1,0.383276267,0.506444,0.188
55,semantic,Hip_Bone,0,1,0.383276267,0.506444,0.188
56,semantic,Hip_Bone,0,0,0.383276267,0.506444,0.188
57,semantic,Hip_Bone,20,1,0.383276267,0.506444,0.188
58,semantic,Hip_Bone,90,1,0.383276267,0.506444,0.188
59,semantic,Hip_Bone,80,1,0.383276267,0.506444,0.188
60,semantic,Hip_Bone,80,0,0.383276267,0.506444,0.188
61,semantic,Hip_Bone,70,1,0.383276267,0.506444,0.188
62,semantic,Hip_Bone,60,1,0.383276267,0.506444,0.188
63,semantic,Hip_Bone,100,1,0.383276267,0.506444,0.188
64,semantic,Hip_Bone,25,0,0.383276267,0.506444,0.188
65,semantic,Hip_Bone,100,0,0.383276267,0.506444,0.188
66,semantic,Hip_Bone,80,1,0.383276267,0.506444,0.188
67,semantic,Hip_Bone,40,1,0.383276267,0.506444,0.188
68,semantic,Hip_Bone,100,1,0.383276267,0.506444,0.188
69,semantic,Hip_Bone,85,0,0.383276267,0.506444,0.188
46,semantic,Doctor_Nurse,25,1,0.438698918,0.366236,0.379
47,semantic,Doctor_Nurse,50,1,0.438698918,0.366236,0.379
48,semantic,Doctor_Nurse,80,1,0.438698918,0.366236,0.379
49,semantic,Doctor_Nurse,50,1,0.438698918,0.366236,0.379
50,semantic,Doctor_Nurse,75,1,0.438698918,0.366236,0.379
51,semantic,Doctor_Nurse,90,1,0.438698918,0.366236,0.379
52,semantic,Doctor_Nurse,70,1,0.438698918,0.366236,0.379
53,semantic,Doctor_Nurse,90,1,0.438698918,0.366236,0.379
54,semantic,Doctor_Nurse,60,0,0.438698918,0.366236,0.379
55,semantic,Doctor_Nurse,30,1,0.438698918,0.366236,0.379
56,semantic,Doctor_Nurse,100,1,0.438698918,0.366236,0.379
57,semantic,Doctor_Nurse,60,1,0.438698918,0.366236,0.379
58,semantic,Doctor_Nurse,85,1,0.438698918,0.366236,0.379
59,semantic,Doctor_Nurse,80,1,0.438698918,0.366236,0.379
60,semantic,Doctor_Nurse,50,0,0.438698918,0.366236,0.379
61,semantic,Doctor_Nurse,80,1,0.438698918,0.366236,0.379
62,semantic,Doctor_Nurse,80,1,0.438698918,0.366236,0.379
63,semantic,Doctor_Nurse,100,1,0.438698918,0.366236,0.379
64,semantic,Doctor_Nurse,100,1,0.438698918,0.366236,0.379
65,semantic,Doctor_Nurse,70,1,0.438698918,0.366236,0.379
66,semantic,Doctor_Nurse,85,1,0.438698918,0.366236,0.379
67,semantic,Doctor_Nurse,80,1,0.438698918,0.366236,0.379
68,semantic,Doctor_Nurse,100,1,0.438698918,0.366236,0.379
69,semantic,Doctor_Nurse,75,1,0.438698918,0.366236,0.379
46,semantic,Wrist_Arm,90,1,0.466881525,0.630268,0.155
47,semantic,Wrist_Arm,40,1,0.466881525,0.630268,0.155
48,semantic,Wrist_Arm,100,1,0.466881525,0.630268,0.155
49,semantic,Wrist_Arm,20,1,0.466881525,0.630268,0.155
50,semantic,Wrist_Arm,70,1,0.466881525,0.630268,0.155
51,semantic,Wrist_Arm,90,1,0.466881525,0.630268,0.155
52,semantic,Wrist_Arm,60,1,0.466881525,0.630268,0.155
53,semantic,Wrist_Arm,80,0,0.466881525,0.630268,0.155
54,semantic,Wrist_Arm,70,1,0.466881525,0.630268,0.155
55,semantic,Wrist_Arm,70,0,0.466881525,0.630268,0.155
56,semantic,Wrist_Arm,0,1,0.466881525,0.630268,0.155
57,semantic,Wrist_Arm,40,1,0.466881525,0.630268,0.155
58,semantic,Wrist_Arm,95,1,0.466881525,0.630268,0.155
59,semantic,Wrist_Arm,90,NA,0.466881525,0.630268,0.155
60,semantic,Wrist_Arm,50,1,0.466881525,0.630268,0.155
61,semantic,Wrist_Arm,50,1,0.466881525,0.630268,0.155
62,semantic,Wrist_Arm,75,1,0.466881525,0.630268,0.155
63,semantic,Wrist_Arm,100,1,0.466881525,0.630268,0.155
64,semantic,Wrist_Arm,75,1,0.466881525,0.630268,0.155
65,semantic,Wrist_Arm,100,1,0.466881525,0.630268,0.155
66,semantic,Wrist_Arm,80,1,0.466881525,0.630268,0.155
67,semantic,Wrist_Arm,20,1,0.466881525,0.630268,0.155
68,semantic,Wrist_Arm,100,1,0.466881525,0.630268,0.155
69,semantic,Wrist_Arm,75,0,0.466881525,0.630268,0.155
46,semantic,Tack_Nail,78,1,0.413825809,0.185637,0.181
47,semantic,Tack_Nail,50,1,0.413825809,0.185637,0.181
48,semantic,Tack_Nail,90,1,0.413825809,0.185637,0.181
49,semantic,Tack_Nail,20,0,0.413825809,0.185637,0.181
50,semantic,Tack_Nail,80,1,0.413825809,0.185637,0.181
51,semantic,Tack_Nail,85,0,0.413825809,0.185637,0.181
52,semantic,Tack_Nail,80,0,0.413825809,0.185637,0.181
53,semantic,Tack_Nail,80,0,0.413825809,0.185637,0.181
54,semantic,Tack_Nail,50,1,0.413825809,0.185637,0.181
55,semantic,Tack_Nail,40,0,0.413825809,0.185637,0.181
56,semantic,Tack_Nail,0,1,0.413825809,0.185637,0.181
57,semantic,Tack_Nail,70,1,0.413825809,0.185637,0.181
58,semantic,Tack_Nail,90,1,0.413825809,0.185637,0.181
59,semantic,Tack_Nail,90,NA,0.413825809,0.185637,0.181
60,semantic,Tack_Nail,80,1,0.413825809,0.185637,0.181
61,semantic,Tack_Nail,60,1,0.413825809,0.185637,0.181
62,semantic,Tack_Nail,90,1,0.413825809,0.185637,0.181
63,semantic,Tack_Nail,100,1,0.413825809,0.185637,0.181
64,semantic,Tack_Nail,5,0,0.413825809,0.185637,0.181
65,semantic,Tack_Nail,80,0,0.413825809,0.185637,0.181
66,semantic,Tack_Nail,80,0,0.413825809,0.185637,0.181
67,semantic,Tack_Nail,40,1,0.413825809,0.185637,0.181
68,semantic,Tack_Nail,100,1,0.413825809,0.185637,0.181
69,semantic,Tack_Nail,25,0,0.413825809,0.185637,0.181
46,semantic,Jesus_Christ,85,1,0.718849988,0.902218,0.259
47,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
48,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
49,semantic,Jesus_Christ,90,1,0.718849988,0.902218,0.259
50,semantic,Jesus_Christ,90,1,0.718849988,0.902218,0.259
51,semantic,Jesus_Christ,99,1,0.718849988,0.902218,0.259
52,semantic,Jesus_Christ,90,1,0.718849988,0.902218,0.259
53,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
54,semantic,Jesus_Christ,90,1,0.718849988,0.902218,0.259
55,semantic,Jesus_Christ,80,1,0.718849988,0.902218,0.259
56,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
57,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
58,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
59,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
60,semantic,Jesus_Christ,100,1,0.718849988,0.902218,0.259
