Partno,Judgment,Word Pair,Judged Value,Recall
41,Semantic,Deer...Forest,100,1
42,Semantic,Deer...Forest,70,1
43,Semantic,Deer...Forest,NA,1
44,Semantic,Deer...Forest,90,1
45,Semantic,Deer...Forest,1,1
46,Semantic,Deer...Forest,20,1
47,Semantic,Deer...Forest,90,1
48,Semantic,Deer...Forest,60,1
49,Semantic,Deer...Forest,10,1
50,Semantic,Deer...Forest,20,1
51,Semantic,Deer...Forest,50,1
52,Semantic,Deer...Forest,59,0
53,Semantic,Deer...Forest,80,1
54,Semantic,Deer...Forest,70,1
55,Semantic,Deer...Forest,30,1
56,Semantic,Deer...Forest,30,1
57,Semantic,Deer...Forest,20,0
58,Semantic,Deer...Forest,50,1
59,Semantic,Deer...Forest,60,1
60,Semantic,Deer...Forest,50,0
61,Semantic,Deer...Forest,35,1
62,Semantic,Deer...Forest,90,1
63,Semantic,Deer...Forest,60,0
64,Semantic,Deer...Forest,20,1
65,Semantic,Deer...Forest,30,1
66,Semantic,Deer...Forest,60,1
67,Semantic,Deer...Forest,90,0
68,Semantic,Deer...Forest,80,1
69,Semantic,Deer...Forest,25,0
70,Semantic,Deer...Forest,35,1
71,Semantic,Deer...Forest,80,1
72,Semantic,Deer...Forest,10,NA
73,Semantic,Deer...Forest,10,1
74,Semantic,Deer...Forest,80,1
75,Semantic,Deer...Forest,80,1
76,Semantic,Deer...Forest,100,1
77,Semantic,Deer...Forest,30,0
78,Semantic,Deer...Forest,5,0
79,Associative,Deer...Forest,80,1
80,Associative,Deer...Forest,45,1
81,Associative,Deer...Forest,45,1
82,Associative,Deer...Forest,25,0
83,Associative,Deer...Forest,80,1
84,Associative,Deer...Forest,70,NA
85,Associative,Deer...Forest,90,1
86,Associative,Deer...Forest,NA,0
87,Associative,Deer...Forest,50,1
88,Associative,Deer...Forest,70,1
89,Associative,Deer...Forest,50,0
90,Associative,Deer...Forest,NA,NA
91,Associative,Deer...Forest,45,0
92,Associative,Deer...Forest,87,0
93,Associative,Deer...Forest,70,1
94,Associative,Deer...Forest,50,1
95,Associative,Deer...Forest,85,1
96,Associative,Deer...Forest,98,1
97,Associative,Deer...Forest,70,1
98,Associative,Deer...Forest,60,NA
99,Associative,Deer...Forest,89,1
100,Associative,Deer...Forest,90,1
101,Associative,Deer...Forest,100,1
102,Associative,Deer...Forest,100,0
103,Associative,Deer...Forest,60,0
104,Associative,Deer...Forest,70,0
105,Associative,Deer...Forest,70,1
106,Associative,Deer...Forest,57,0
107,Associative,Deer...Forest,70,1
108,Associative,Deer...Forest,60,0
109,Associative,Deer...Forest,75,1
110,Associative,Deer...Forest,65,1
111,Associative,Deer...Forest,60,1
112,Associative,Deer...Forest,65,1
113,Associative,Deer...Forest,70,1
114,Associative,Deer...Forest,NA,NA
115,Associative,Deer...Forest,15,1
116,Associative,Deer...Forest,30,1
117,Associative,Deer...Forest,40,1
118,Associative,Deer...Forest,60,0
119,Associative,Deer...Forest,50,1
120,Associative,Deer...Forest,NA,0
121,Associative,Deer...Forest,20,1
122,Associative,Deer...Forest,50,0
123,Associative,Deer...Forest,50,1
124,Associative,Deer...Forest,20,1
125,Associative,Deer...Forest,10,0
126,Associative,Deer...Forest,90,1
127,Associative,Deer...Forest,50,1
128,Associative,Deer...Forest,50,0
129,Associative,Deer...Forest,50,0
130,Associative,Deer...Forest,60,1
131,Associative,Deer...Forest,70,1
132,Associative,Deer...Forest,80,1
133,Associative,Deer...Forest,40,NA
314,Associative,Deer...Forest,40,1
135,Associative,Deer...Forest,50,1
136,Associative,Deer...Forest,79,0
137,Associative,Deer...Forest,100,0
138,Associative,Deer...Forest,60,1
139,Associative,Deer...Forest,9,NA
140,Associative,Deer...Forest,80,NA
141,Associative,Deer...Forest,0,1
142,Associative,Deer...Forest,45,1
143,Associative,Deer...Forest,100,1
144,Associative,Deer...Forest,NA,0
145,Associative,Deer...Forest,65,1
146,Associative,Deer...Forest,80,1
147,Thematic,Deer...Forest,50,1
148,Thematic,Deer...Forest,40,1
149,Thematic,Deer...Forest,50,1
150,Thematic,Deer...Forest,80,0
151,Thematic,Deer...Forest,76,NA
152,Thematic,Deer...Forest,45,NA
153,Thematic,Deer...Forest,10,0
154,Thematic,Deer...Forest,85,0
155,Thematic,Deer...Forest,70,0
156,Thematic,Deer...Forest,80,1
157,Thematic,Deer...Forest,65,1
158,Thematic,Deer...Forest,100,1
159,Thematic,Deer...Forest,80,0
160,Thematic,Deer...Forest,90,1
161,Thematic,Deer...Forest,38,0
162,Thematic,Deer...Forest,90,1
163,Thematic,Deer...Forest,80,NA
164,Thematic,Deer...Forest,100,0
165,Thematic,Deer...Forest,100,1
166,Thematic,Deer...Forest,100,0
167,Thematic,Deer...Forest,90,1
168,Thematic,Deer...Forest,38,0
169,Thematic,Deer...Forest,100,0
170,Thematic,Deer...Forest,80,1
171,Thematic,Deer...Forest,40,1
172,Thematic,Deer...Forest,100,1
173,Thematic,Deer...Forest,90,0
174,Thematic,Deer...Forest,65,1
175,Thematic,Deer...Forest,100,1
176,Thematic,Deer...Forest,100,1
177,Thematic,Deer...Forest,50,0
178,Thematic,Deer...Forest,100,1
179,Thematic,Deer...Forest,90,1
180,Thematic,Deer...Forest,100,0
181,Thematic,Deer...Forest,100,1
182,Thematic,Deer...Forest,50,0
183,Thematic,Deer...Forest,90,1
184,Thematic,Deer...Forest,100,0
185,Thematic,Deer...Forest,90,1
186,Thematic,Deer...Forest,80,1
187,Thematic,Deer...Forest,95,0
188,Thematic,Deer...Forest,75,1
189,Thematic,Deer...Forest,80,1
190,Thematic,Deer...Forest,70,1
191,Thematic,Deer...Forest,80,0
192,Thematic,Deer...Forest,98,1
193,Thematic,Deer...Forest,25,1
194,Thematic,Deer...Forest,80,1
195,Thematic,Deer...Forest,100,1
196,Thematic,Deer...Forest,50,1
197,Thematic,Deer...Forest,NA,NA
198,Thematic,Deer...Forest,90,1
199,Thematic,Deer...Forest,60,1
200,Thematic,Deer...Forest,100,0
201,Thematic,Deer...Forest,74,0
202,Thematic,Deer...Forest,80,1
203,Thematic,Deer...Forest,100,0
204,Thematic,Deer...Forest,60,1
205,Thematic,Deer...Forest,100,0
206,Thematic,Deer...Forest,60,NA
207,Thematic,Deer...Forest,60,1
208,Thematic,Deer...Forest,80,0
209,Thematic,Deer...Forest,100,1
210,Thematic,Deer...Forest,60,1
211,Thematic,Deer...Forest,60,1
212,Thematic,Deer...Forest,100,1
213,Thematic,Deer...Forest,99,1
214,Thematic,Deer...Forest,100,1
215,Thematic,Deer...Forest,70,1
216,Thematic,Deer...Forest,100,1
217,Thematic,Deer...Forest,50,1
218,Thematic,Deer...Forest,40,1
219,Thematic,Deer...Forest,100,1
220,Thematic,Deer...Forest,100,1
221,Thematic,Deer...Forest,50,1
1,Semantic,Cup...Mug,50,1
2,Semantic,Cup...Mug,100,0
3,Semantic,Cup...Mug,95,1
4,Semantic,Cup...Mug,60,0
5,Semantic,Cup...Mug,NA,NA
6,Semantic,Cup...Mug,95,1
7,Semantic,Cup...Mug,92,0
8,Semantic,Cup...Mug,95,1
9,Semantic,Cup...Mug,100,0
10,Semantic,Cup...Mug,90,1
11,Semantic,Cup...Mug,100,1
12,Semantic,Cup...Mug,80,1
13,Semantic,Cup...Mug,80,1
14,Semantic,Cup...Mug,85,1
15,Semantic,Cup...Mug,45,0
16,Semantic,Cup...Mug,60,1
17,Semantic,Cup...Mug,40,NA
18,Semantic,Cup...Mug,10,0
19,Semantic,Cup...Mug,80,0
20,Semantic,Cup...Mug,NA,0
21,Semantic,Cup...Mug,40,NA
22,Semantic,Cup...Mug,90,0
23,Semantic,Cup...Mug,80,1
24,Semantic,Cup...Mug,88,1
25,Semantic,Cup...Mug,93,1
26,Semantic,Cup...Mug,90,1
27,Semantic,Cup...Mug,40,0
28,Semantic,Cup...Mug,95,0
29,Semantic,Cup...Mug,90,1
30,Semantic,Cup...Mug,75,0
31,Semantic,Cup...Mug,NA,0
32,Semantic,Cup...Mug,95,1
33,Semantic,Cup...Mug,90,0
34,Semantic,Cup...Mug,35,0
35,Semantic,Cup...Mug,90,1
36,Semantic,Cup...Mug,100,0
37,Semantic,Cup...Mug,90,1
38,Semantic,Cup...Mug,100,0
39,Semantic,Cup...Mug,80,1
40,Semantic,Cup...Mug,90,0
41,Semantic,Cup...Mug,100,1
42,Semantic,Cup...Mug,95,0
43,Semantic,Cup...Mug,NA,1
44,Semantic,Cup...Mug,100,1
45,Semantic,Cup...Mug,90,1
46,Semantic,Cup...Mug,40,1
47,Semantic,Cup...Mug,100,0
48,Semantic,Cup...Mug,90,1
49,Semantic,Cup...Mug,90,0
50,Semantic,Cup...Mug,90,0
51,Semantic,Cup...Mug,50,0
52,Semantic,Cup...Mug,70,0
53,Semantic,Cup...Mug,60,0
54,Semantic,Cup...Mug,40,1
55,Semantic,Cup...Mug,60,1
56,Semantic,Cup...Mug,95,1
57,Semantic,Cup...Mug,80,1
58,Semantic,Cup...Mug,70,1
59,Semantic,Cup...Mug,75,1
60,Semantic,Cup...Mug,100,1
61,Semantic,Cup...Mug,76,0
62,Semantic,Cup...Mug,95,1
63,Semantic,Cup...Mug,75,0
64,Semantic,Cup...Mug,25,1
65,Semantic,Cup...Mug,70,0
66,Semantic,Cup...Mug,90,0
67,Semantic,Cup...Mug,70,1
68,Semantic,Cup...Mug,30,1
69,Semantic,Cup...Mug,90,0
70,Semantic,Cup...Mug,85,0
71,Semantic,Cup...Mug,90,0
72,Semantic,Cup...Mug,100,1
73,Semantic,Cup...Mug,90,0
74,Semantic,Cup...Mug,80,0
75,Semantic,Cup...Mug,95,1
76,Semantic,Cup...Mug,100,0
77,Semantic,Cup...Mug,90,0
78,Semantic,Cup...Mug,5,0
79,Associative,Cup...Mug,90,0
80,Associative,Cup...Mug,100,1
81,Associative,Cup...Mug,90,1
82,Associative,Cup...Mug,52,0
83,Associative,Cup...Mug,80,1
84,Associative,Cup...Mug,90,NA
85,Associative,Cup...Mug,90,1
86,Associative,Cup...Mug,NA,0
87,Associative,Cup...Mug,70,0
88,Associative,Cup...Mug,80,1
89,Associative,Cup...Mug,60,1
90,Associative,Cup...Mug,NA,0
91,Associative,Cup...Mug,99,0
92,Associative,Cup...Mug,87,0
93,Associative,Cup...Mug,85,1
94,Associative,Cup...Mug,75,0
95,Associative,Cup...Mug,80,1
96,Associative,Cup...Mug,85,0
97,Associative,Cup...Mug,80,1
98,Associative,Cup...Mug,90,NA
99,Associative,Cup...Mug,97,0
100,Associative,Cup...Mug,80,0
101,Associative,Cup...Mug,100,1
102,Associative,Cup...Mug,100,0
103,Associative,Cup...Mug,55,NA
104,Associative,Cup...Mug,85,0
105,Associative,Cup...Mug,100,1
106,Associative,Cup...Mug,75,1
107,Associative,Cup...Mug,100,0
108,Associative,Cup...Mug,100,0
109,Associative,Cup...Mug,90,1
110,Associative,Cup...Mug,80,1
111,Associative,Cup...Mug,80,1
112,Associative,Cup...Mug,80,1
113,Associative,Cup...Mug,65,1
114,Associative,Cup...Mug,NA,NA
115,Associative,Cup...Mug,40,1
116,Associative,Cup...Mug,95,1
117,Associative,Cup...Mug,90,0
118,Associative,Cup...Mug,90,0
119,Associative,Cup...Mug,54,1
120,Associative,Cup...Mug,NA,1
121,Associative,Cup...Mug,20,1
122,Associative,Cup...Mug,80,0
123,Associative,Cup...Mug,70,0
124,Associative,Cup...Mug,40,1
125,Associative,Cup...Mug,40,1
126,Associative,Cup...Mug,90,0
127,Associative,Cup...Mug,55,1
128,Associative,Cup...Mug,0,0
129,Associative,Cup...Mug,40,0
130,Associative,Cup...Mug,90,1
131,Associative,Cup...Mug,65,1
132,Associative,Cup...Mug,95,1
133,Associative,Cup...Mug,80,1
314,Associative,Cup...Mug,50,1
135,Associative,Cup...Mug,80,1
136,Associative,Cup...Mug,80,0
137,Associative,Cup...Mug,90,0
138,Associative,Cup...Mug,90,1
139,Associative,Cup...Mug,67,NA
140,Associative,Cup...Mug,80,NA
141,Associative,Cup...Mug,60,1
142,Associative,Cup...Mug,77,0
143,Associative,Cup...Mug,100,1
144,Associative,Cup...Mug,NA,NA
145,Associative,Cup...Mug,55,0
146,Associative,Cup...Mug,90,1
147,Thematic,Cup...Mug,90,1
148,Thematic,Cup...Mug,100,1
149,Thematic,Cup...Mug,100,0
150,Thematic,Cup...Mug,70,1
151,Thematic,Cup...Mug,78,NA
152,Thematic,Cup...Mug,79,NA
153,Thematic,Cup...Mug,100,1
154,Thematic,Cup...Mug,90,0
155,Thematic,Cup...Mug,84,0
156,Thematic,Cup...Mug,100,1
157,Thematic,Cup...Mug,95,0
158,Thematic,Cup...Mug,100,1
159,Thematic,Cup...Mug,95,0
160,Thematic,Cup...Mug,100,0
161,Thematic,Cup...Mug,28,0
162,Thematic,Cup...Mug,95,1
163,Thematic,Cup...Mug,90,1
164,Thematic,Cup...Mug,100,0
165,Thematic,Cup...Mug,90,1
166,Thematic,Cup...Mug,100,0
167,Thematic,Cup...Mug,100,0
168,Thematic,Cup...Mug,59,0
169,Thematic,Cup...Mug,100,0
170,Thematic,Cup...Mug,95,1
171,Thematic,Cup...Mug,90,1
172,Thematic,Cup...Mug,100,0
173,Thematic,Cup...Mug,90,0
174,Thematic,Cup...Mug,80,1
175,Thematic,Cup...Mug,100,1
176,Thematic,Cup...Mug,100,1
177,Thematic,Cup...Mug,100,0
178,Thematic,Cup...Mug,100,1
179,Thematic,Cup...Mug,100,1
180,Thematic,Cup...Mug,100,0
181,Thematic,Cup...Mug,100,1
182,Thematic,Cup...Mug,100,0
183,Thematic,Cup...Mug,100,1
184,Thematic,Cup...Mug,90,0
185,Thematic,Cup...Mug,80,0
186,Thematic,Cup...Mug,100,1
187,Thematic,Cup...Mug,100,1
188,Thematic,Cup...Mug,80,1
189,Thematic,Cup...Mug,97,0
190,Thematic,Cup...Mug,70,NA
191,Thematic,Cup...Mug,90,0
192,Thematic,Cup...Mug,55,0
193,Thematic,Cup...Mug,85,1
194,Thematic,Cup...Mug,100,0
195,Thematic,Cup...Mug,100,1
196,Thematic,Cup...Mug,50,0
197,Thematic,Cup...Mug,NA,NA
198,Thematic,Cup...Mug,50,1
199,Thematic,Cup...Mug,100,1
200,Thematic,Cup...Mug,100,0
201,Thematic,Cup...Mug,70,1
202,Thematic,Cup...Mug,99,0
203,Thematic,Cup...Mug,100,0
204,Thematic,Cup...Mug,80,0
205,Thematic,Cup...Mug,100,0
206,Thematic,Cup...Mug,80,NA
207,Thematic,Cup...Mug,70,1
208,Thematic,Cup...Mug,90,0
209,Thematic,Cup...Mug,50,0
210,Thematic,Cup...Mug,100,1
211,Thematic,Cup...Mug,95,1
212,Thematic,Cup...Mug,100,0
213,Thematic,Cup...Mug,35,1
214,Thematic,Cup...Mug,100,1
215,Thematic,Cup...Mug,100,1
216,Thematic,Cup...Mug,100,1
217,Thematic,Cup...Mug,85,1
218,Thematic,Cup...Mug,50,0
219,Thematic,Cup...Mug,100,0
220,Thematic,Cup...Mug,100,0
221,Thematic,Cup...Mug,100,1
1,Semantic,Gold...Jewel,70,0
2,Semantic,Gold...Jewel,100,0
3,Semantic,Gold...Jewel,75,0
4,Semantic,Gold...Jewel,60,0
5,Semantic,Gold...Jewel,NA,NA
6,Semantic,Gold...Jewel,85,1
7,Semantic,Gold...Jewel,59,0
8,Semantic,Gold...Jewel,50,1
9,Semantic,Gold...Jewel,100,0
10,Semantic,Gold...Jewel,45,NA
11,Semantic,Gold...Jewel,90,1
12,Semantic,Gold...Jewel,40,0
13,Semantic,Gold...Jewel,15,1
14,Semantic,Gold...Jewel,67,1
15,Semantic,Gold...Jewel,45,0
16,Semantic,Gold...Jewel,40,1
17,Semantic,Gold...Jewel,30,NA
18,Semantic,Gold...Jewel,25,0
19,Semantic,Gold...Jewel,60,0
20,Semantic,Gold...Jewel,35,1
21,Semantic,Gold...Jewel,40,NA
22,Semantic,Gold...Jewel,90,0
23,Semantic,Gold...Jewel,65,0
24,Semantic,Gold...Jewel,72,0
25,Semantic,Gold...Jewel,72,1
26,Semantic,Gold...Jewel,15,1
27,Semantic,Gold...Jewel,20,1
28,Semantic,Gold...Jewel,70,0
29,Semantic,Gold...Jewel,75,0
30,Semantic,Gold...Jewel,75,0
31,Semantic,Gold...Jewel,NA,0
32,Semantic,Gold...Jewel,75,0
33,Semantic,Gold...Jewel,70,1
34,Semantic,Gold...Jewel,35,1
35,Semantic,Gold...Jewel,50,1
36,Semantic,Gold...Jewel,50,0
37,Semantic,Gold...Jewel,90,1
38,Semantic,Gold...Jewel,100,0
39,Semantic,Gold...Jewel,90,1
40,Semantic,Gold...Jewel,30,1
41,Semantic,Gold...Jewel,100,0
42,Semantic,Gold...Jewel,50,1
43,Semantic,Gold...Jewel,NA,0
44,Semantic,Gold...Jewel,100,0
45,Semantic,Gold...Jewel,10,1
46,Semantic,Gold...Jewel,40,1
47,Semantic,Gold...Jewel,85,0
48,Semantic,Gold...Jewel,80,0
49,Semantic,Gold...Jewel,50,1
50,Semantic,Gold...Jewel,50,0
51,Semantic,Gold...Jewel,50,0
52,Semantic,Gold...Jewel,70,1
53,Semantic,Gold...Jewel,50,0
54,Semantic,Gold...Jewel,65,1
55,Semantic,Gold...Jewel,20,1
56,Semantic,Gold...Jewel,60,0
57,Semantic,Gold...Jewel,80,0
58,Semantic,Gold...Jewel,55,1
59,Semantic,Gold...Jewel,15,0
60,Semantic,Gold...Jewel,50,0
61,Semantic,Gold...Jewel,27,1
62,Semantic,Gold...Jewel,100,0
63,Semantic,Gold...Jewel,60,0
64,Semantic,Gold...Jewel,65,1
65,Semantic,Gold...Jewel,40,0
66,Semantic,Gold...Jewel,70,0
67,Semantic,Gold...Jewel,90,0
68,Semantic,Gold...Jewel,10,1
69,Semantic,Gold...Jewel,90,1
70,Semantic,Gold...Jewel,45,0
71,Semantic,Gold...Jewel,90,0
72,Semantic,Gold...Jewel,20,1
73,Semantic,Gold...Jewel,50,1
74,Semantic,Gold...Jewel,100,0
75,Semantic,Gold...Jewel,40,1
76,Semantic,Gold...Jewel,100,0
77,Semantic,Gold...Jewel,25,0
78,Semantic,Gold...Jewel,5,0
79,Associative,Gold...Jewel,65,0
80,Associative,Gold...Jewel,40,0
81,Associative,Gold...Jewel,60,0
82,Associative,Gold...Jewel,25,0
83,Associative,Gold...Jewel,65,1
84,Associative,Gold...Jewel,50,0
85,Associative,Gold...Jewel,70,1
86,Associative,Gold...Jewel,NA,0
87,Associative,Gold...Jewel,60,0
88,Associative,Gold...Jewel,65,1
89,Associative,Gold...Jewel,59,1
90,Associative,Gold...Jewel,NA,NA
91,Associative,Gold...Jewel,85,0
92,Associative,Gold...Jewel,98,0
93,Associative,Gold...Jewel,90,1
94,Associative,Gold...Jewel,50,1
95,Associative,Gold...Jewel,90,1
96,Associative,Gold...Jewel,40,1
97,Associative,Gold...Jewel,80,0
98,Associative,Gold...Jewel,50,NA
99,Associative,Gold...Jewel,90,0
100,Associative,Gold...Jewel,90,0
101,Associative,Gold...Jewel,60,1
102,Associative,Gold...Jewel,0,0
103,Associative,Gold...Jewel,62,0
104,Associative,Gold...Jewel,50,1
105,Associative,Gold...Jewel,20,1
106,Associative,Gold...Jewel,78,0
107,Associative,Gold...Jewel,85,1
108,Associative,Gold...Jewel,40,0
109,Associative,Gold...Jewel,70,0
110,Associative,Gold...Jewel,60,1
111,Associative,Gold...Jewel,80,1
112,Associative,Gold...Jewel,70,1
113,Associative,Gold...Jewel,99,0
114,Associative,Gold...Jewel,NA,NA
115,Associative,Gold...Jewel,70,0
116,Associative,Gold...Jewel,80,0
117,Associative,Gold...Jewel,70,1
118,Associative,Gold...Jewel,90,1
119,Associative,Gold...Jewel,57,0
120,Associative,Gold...Jewel,NA,0
121,Associative,Gold...Jewel,10,1
122,Associative,Gold...Jewel,65,0
123,Associative,Gold...Jewel,40,1
124,Associative,Gold...Jewel,10,1
125,Associative,Gold...Jewel,20,0
126,Associative,Gold...Jewel,70,0
127,Associative,Gold...Jewel,68,1
128,Associative,Gold...Jewel,100,0
129,Associative,Gold...Jewel,40,0
130,Associative,Gold...Jewel,80,1
131,Associative,Gold...Jewel,5,1
132,Associative,Gold...Jewel,70,1
133,Associative,Gold...Jewel,15,0
314,Associative,Gold...Jewel,20,1
135,Associative,Gold...Jewel,70,0
136,Associative,Gold...Jewel,79,0
137,Associative,Gold...Jewel,100,0
138,Associative,Gold...Jewel,15,1
139,Associative,Gold...Jewel,56,NA
140,Associative,Gold...Jewel,90,NA
141,Associative,Gold...Jewel,80,0
142,Associative,Gold...Jewel,22,0
143,Associative,Gold...Jewel,100,1
144,Associative,Gold...Jewel,NA,0
145,Associative,Gold...Jewel,45,0
146,Associative,Gold...Jewel,40,1
147,Thematic,Gold...Jewel,50,1
148,Thematic,Gold...Jewel,60,1
149,Thematic,Gold...Jewel,50,1
150,Thematic,Gold...Jewel,80,0
151,Thematic,Gold...Jewel,56,0
152,Thematic,Gold...Jewel,79,NA
153,Thematic,Gold...Jewel,60,0
154,Thematic,Gold...Jewel,75,1
155,Thematic,Gold...Jewel,77,0
156,Thematic,Gold...Jewel,90,1
157,Thematic,Gold...Jewel,80,0
158,Thematic,Gold...Jewel,95,1
159,Thematic,Gold...Jewel,90,0
160,Thematic,Gold...Jewel,50,1
161,Thematic,Gold...Jewel,75,0
162,Thematic,Gold...Jewel,100,1
163,Thematic,Gold...Jewel,90,0
164,Thematic,Gold...Jewel,100,0
165,Thematic,Gold...Jewel,40,1
166,Thematic,Gold...Jewel,0,1
167,Thematic,Gold...Jewel,90,0
168,Thematic,Gold...Jewel,59,0
169,Thematic,Gold...Jewel,100,0
170,Thematic,Gold...Jewel,45,1
171,Thematic,Gold...Jewel,75,0
172,Thematic,Gold...Jewel,100,0
173,Thematic,Gold...Jewel,90,0
174,Thematic,Gold...Jewel,70,1
175,Thematic,Gold...Jewel,100,NA
176,Thematic,Gold...Jewel,80,1
177,Thematic,Gold...Jewel,50,1
178,Thematic,Gold...Jewel,100,1
179,Thematic,Gold...Jewel,60,1
180,Thematic,Gold...Jewel,100,0
181,Thematic,Gold...Jewel,80,1
182,Thematic,Gold...Jewel,80,0
183,Thematic,Gold...Jewel,100,NA
184,Thematic,Gold...Jewel,100,0
185,Thematic,Gold...Jewel,90,0
186,Thematic,Gold...Jewel,85,0
187,Thematic,Gold...Jewel,100,0
188,Thematic,Gold...Jewel,70,1
189,Thematic,Gold...Jewel,76,1
190,Thematic,Gold...Jewel,50,NA
191,Thematic,Gold...Jewel,90,1
192,Thematic,Gold...Jewel,85,0
193,Thematic,Gold...Jewel,70,1
194,Thematic,Gold...Jewel,90,0
195,Thematic,Gold...Jewel,100,1
196,Thematic,Gold...Jewel,25,0
197,Thematic,Gold...Jewel,66,NA
198,Thematic,Gold...Jewel,50,0
199,Thematic,Gold...Jewel,60,1
200,Thematic,Gold...Jewel,95,0
201,Thematic,Gold...Jewel,45,0
202,Thematic,Gold...Jewel,90,0
203,Thematic,Gold...Jewel,100,0
204,Thematic,Gold...Jewel,60,0
205,Thematic,Gold...Jewel,100,0
206,Thematic,Gold...Jewel,70,NA
207,Thematic,Gold...Jewel,80,0
208,Thematic,Gold...Jewel,70,0
209,Thematic,Gold...Jewel,99,0
210,Thematic,Gold...Jewel,25,1
211,Thematic,Gold...Jewel,75,0
212,Thematic,Gold...Jewel,90,1
213,Thematic,Gold...Jewel,92,0
214,Thematic,Gold...Jewel,100,1
215,Thematic,Gold...Jewel,90,0
216,Thematic,Gold...Jewel,95,1
217,Thematic,Gold...Jewel,80,0
218,Thematic,Gold...Jewel,40,0
219,Thematic,Gold...Jewel,70,1
220,Thematic,Gold...Jewel,95,1
221,Thematic,Gold...Jewel,80,1
1,Semantic,Cage...Zoo,30,1
2,Semantic,Cage...Zoo,50,0
3,Semantic,Cage...Zoo,50,1
4,Semantic,Cage...Zoo,70,0
5,Semantic,Cage...Zoo,NA,NA
6,Semantic,Cage...Zoo,95,1
7,Semantic,Cage...Zoo,58,1
8,Semantic,Cage...Zoo,85,1
9,Semantic,Cage...Zoo,20,1
10,Semantic,Cage...Zoo,65,NA
11,Semantic,Cage...Zoo,90,1
12,Semantic,Cage...Zoo,40,1
13,Semantic,Cage...Zoo,30,1
14,Semantic,Cage...Zoo,68,0
15,Semantic,Cage...Zoo,25,0
16,Semantic,Cage...Zoo,80,1
17,Semantic,Cage...Zoo,30,NA
18,Semantic,Cage...Zoo,50,0
19,Semantic,Cage...Zoo,30,1
20,Semantic,Cage...Zoo,45,0
21,Semantic,Cage...Zoo,20,NA
22,Semantic,Cage...Zoo,65,0
23,Semantic,Cage...Zoo,55,1
24,Semantic,Cage...Zoo,40,1
25,Semantic,Cage...Zoo,95,1
26,Semantic,Cage...Zoo,50,1
27,Semantic,Cage...Zoo,60,0
28,Semantic,Cage...Zoo,20,1
29,Semantic,Cage...Zoo,35,0
30,Semantic,Cage...Zoo,75,0
31,Semantic,Cage...Zoo,NA,0
32,Semantic,Cage...Zoo,90,0
33,Semantic,Cage...Zoo,70,1
34,Semantic,Cage...Zoo,40,0
35,Semantic,Cage...Zoo,45,0
36,Semantic,Cage...Zoo,80,0
37,Semantic,Cage...Zoo,70,0
38,Semantic,Cage...Zoo,95,0
39,Semantic,Cage...Zoo,70,1
40,Semantic,Cage...Zoo,25,0
41,Semantic,Cage...Zoo,50,0
42,Semantic,Cage...Zoo,80,1
43,Semantic,Cage...Zoo,NA,1
44,Semantic,Cage...Zoo,100,1
45,Semantic,Cage...Zoo,10,0
46,Semantic,Cage...Zoo,80,1
47,Semantic,Cage...Zoo,90,0
48,Semantic,Cage...Zoo,36,1
49,Semantic,Cage...Zoo,90,1
50,Semantic,Cage...Zoo,30,0
51,Semantic,Cage...Zoo,25,1
52,Semantic,Cage...Zoo,70,0
53,Semantic,Cage...Zoo,60,NA
54,Semantic,Cage...Zoo,1,1
55,Semantic,Cage...Zoo,30,1
56,Semantic,Cage...Zoo,40,0
57,Semantic,Cage...Zoo,70,0
58,Semantic,Cage...Zoo,50,1
59,Semantic,Cage...Zoo,75,1
60,Semantic,Cage...Zoo,80,1
61,Semantic,Cage...Zoo,70,1
62,Semantic,Cage...Zoo,90,0
63,Semantic,Cage...Zoo,60,0
64,Semantic,Cage...Zoo,15,0
65,Semantic,Cage...Zoo,3,1
66,Semantic,Cage...Zoo,80,1
67,Semantic,Cage...Zoo,80,0
68,Semantic,Cage...Zoo,90,1
69,Semantic,Cage...Zoo,75,1
70,Semantic,Cage...Zoo,50,1
71,Semantic,Cage...Zoo,90,0
72,Semantic,Cage...Zoo,10,0
73,Semantic,Cage...Zoo,20,1
74,Semantic,Cage...Zoo,90,0
75,Semantic,Cage...Zoo,90,1
76,Semantic,Cage...Zoo,100,0
77,Semantic,Cage...Zoo,65,1
78,Semantic,Cage...Zoo,5,0
79,Associative,Cage...Zoo,75,1
80,Associative,Cage...Zoo,70,1
81,Associative,Cage...Zoo,65,0
82,Associative,Cage...Zoo,75,0
83,Associative,Cage...Zoo,80,0
84,Associative,Cage...Zoo,50,NA
85,Associative,Cage...Zoo,80,1
86,Associative,Cage...Zoo,NA,0
87,Associative,Cage...Zoo,90,1
88,Associative,Cage...Zoo,80,1
89,Associative,Cage...Zoo,50,1
90,Associative,Cage...Zoo,NA,NA
91,Associative,Cage...Zoo,50,0
92,Associative,Cage...Zoo,97,0
93,Associative,Cage...Zoo,50,1
94,Associative,Cage...Zoo,50,0
95,Associative,Cage...Zoo,80,1
96,Associative,Cage...Zoo,80,1
97,Associative,Cage...Zoo,80,1
98,Associative,Cage...Zoo,50,NA
99,Associative,Cage...Zoo,89,0
100,Associative,Cage...Zoo,50,0
101,Associative,Cage...Zoo,100,1
102,Associative,Cage...Zoo,0,0
103,Associative,Cage...Zoo,65,NA
