Partno,Judgment,Word Pair,Judged Value,Recall,COS,LSA,FSG,QSS.1,QCON.1,HAL.1,LogHAL.1,Subtlex.1,LogSub.1,Length.1,POS.1,Ortho.1,Phono.1,Phonemes.1,Syllables.1,Morphemes.1,AOA.1,Valence.1,Imageability.1,Familiarity.1,QCON.2,HAL.2,LogHAL.2,Subtlex.2,LogSub.2,Length.2,POS.2,Ortho.2,Phono.2,Phonemes.2,Syllables.2,Morphemes.2,AOA.2,Valence.2,Imageability.2,Familiarity.2,TSS.2,FSS.1,FSS.2,COSC.1,COSC.2
45,Semantic,Four...Two,85,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
46,Semantic,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
47,Semantic,Four...Two,80,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
48,Semantic,Four...Two,10,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
49,Semantic,Four...Two,40,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
50,Semantic,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
51,Semantic,Four...Two,100,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
52,Semantic,Four...Two,70,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
53,Semantic,Four...Two,40,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
54,Semantic,Four...Two,20,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
55,Semantic,Four...Two,30,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
56,Semantic,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
57,Semantic,Four...Two,40,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
58,Semantic,Four...Two,60,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
59,Semantic,Four...Two,80,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
60,Semantic,Four...Two,20,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
61,Semantic,Four...Two,80,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
62,Semantic,Four...Two,60,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
63,Semantic,Four...Two,40,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
64,Semantic,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
65,Semantic,Four...Two,10,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
66,Semantic,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
67,Semantic,Four...Two,20,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
68,Semantic,Four...Two,5,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
69,Semantic,Four...Two,90,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
70,Semantic,Four...Two,85,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
71,Semantic,Four...Two,90,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
72,Semantic,Four...Two,0,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
73,Semantic,Four...Two,90,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
74,Semantic,Four...Two,42,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
75,Semantic,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
76,Semantic,Four...Two,0,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
77,Semantic,Four...Two,5,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
78,Semantic,Four...Two,5,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
79,Associative,Four...Two,20,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
80,Associative,Four...Two,30,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
81,Associative,Four...Two,10,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
82,Associative,Four...Two,65,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
83,Associative,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
84,Associative,Four...Two,50,NA,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
85,Associative,Four...Two,50,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
86,Associative,Four...Two,NA,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
87,Associative,Four...Two,49,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
88,Associative,Four...Two,75,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
89,Associative,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
90,Associative,Four...Two,NA,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
91,Associative,Four...Two,50,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
92,Associative,Four...Two,76,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
93,Associative,Four...Two,20,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
94,Associative,Four...Two,0,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
95,Associative,Four...Two,80,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
96,Associative,Four...Two,25,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
97,Associative,Four...Two,10,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
98,Associative,Four...Two,56,NA,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
99,Associative,Four...Two,99,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
100,Associative,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
101,Associative,Four...Two,0,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
102,Associative,Four...Two,40,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
103,Associative,Four...Two,45,NA,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
104,Associative,Four...Two,80,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
105,Associative,Four...Two,5,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
106,Associative,Four...Two,25,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
107,Associative,Four...Two,98,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
108,Associative,Four...Two,15,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
109,Associative,Four...Two,75,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
110,Associative,Four...Two,50,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
111,Associative,Four...Two,20,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
112,Associative,Four...Two,30,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
113,Associative,Four...Two,90,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
114,Associative,Four...Two,NA,NA,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
115,Associative,Four...Two,40,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
116,Associative,Four...Two,70,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
117,Associative,Four...Two,0,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
118,Associative,Four...Two,60,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
119,Associative,Four...Two,57,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
120,Associative,Four...Two,10,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
121,Associative,Four...Two,10,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
122,Associative,Four...Two,10,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
123,Associative,Four...Two,5,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
124,Associative,Four...Two,30,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
125,Associative,Four...Two,5,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
126,Associative,Four...Two,30,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
127,Associative,Four...Two,25,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
128,Associative,Four...Two,50,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
129,Associative,Four...Two,40,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
130,Associative,Four...Two,20,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
131,Associative,Four...Two,10,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
132,Associative,Four...Two,95,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
133,Associative,Four...Two,50,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
314,Associative,Four...Two,15,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
135,Associative,Four...Two,30,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
136,Associative,Four...Two,70,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
137,Associative,Four...Two,100,0,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
138,Associative,Four...Two,30,1,0.701354636,0.579263,0.013,15,3.57,85200,11.35,255.78,4.12,4,Other,9,40,3,1,1,4.93,5.26,4.85,6.27,3.79,456473,13.03,1066.35,4.74,3,Other,3,53,2,1,1,4.24,6.3,4.39,6.7,14,5,8,21,6
